"","id","created_at","updated_at","active","bats","birth_date","captain","city","country","draft_overall_pick","draft_round","draft_season","draft_team_name","first_name","handedness","height","high_school","humanized_salary","last_name","mlbam_id","name","nickname","position_abbreviation","position_name","pro_debut","salary","salary_currency","school","slug","sport","state","uniform_number","unit_of_height","unit_of_weight","weight","years_of_experience","league_id","playing_position_id","team_id"
"1866","46729ec3-062d-4945-a7a8-498aee8a8452","2016-01-06T01:40:27-05:00","2016-10-19T12:40:06-04:00",TRUE,"bats_unknown","1988-09-20","N","Bradford","",NA,NA,NA,NA,"Brandon","unknown",76,NA,"575,000","Mashinter",NA,"Brandon Mashinter",NA,"LW","Left Wing",NA,575000,"USD",NA,"nhl-brandon-mashinter","hockey","","53","inches","pounds",212,3,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","a345b10e-87b5-4635-bf24-fd6be058346f"
"1867","cd2ae3e9-d1e3-4952-9522-b68d758a92c2","2016-01-06T01:54:34-05:00","2016-10-19T12:45:58-04:00",TRUE,"bats_unknown","1996-02-01","N","Mestec Kralove","",35,2,"2014",NA,"Dominik","unknown",74,NA,"667,500","Masin",NA,"Dominik Masin",NA,"D","Defense",NA,667500,"USD",NA,"nhl-dominik-masin","hockey","","74","inches","pounds",198,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","efd97f2d-fe29-4fe8-9f01-cfad8488c0c2"
"1868","2a5eac5a-8c0f-4b96-9d11-31735a76546a","2016-04-06T11:06:55-04:00","2016-04-06T11:12:36-04:00",TRUE,"bats_unknown","1976-04-20",NA,"Red Deer","CAN",122,5,"1995","New Jersey","Chris","left",72,NA,"2,100,000","Mason",NA,"Chris Mason",NA,"G","Goaltender",NA,2100000,"USD",NA,"nhl-chris-mason","hockey","Alberta","50","inches","pounds",198,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","157c2242-afa5-499d-906d-6a992927e58d"
"1869","cc76483c-6223-4034-9a46-b502417f036c","2016-01-06T01:32:01-05:00","2017-05-08T13:17:33-04:00",TRUE,"bats_unknown","1988-05-29","N","Oakville","CAN",69,3,"2006","Columbus","Steve","unknown",76,NA,"4,100,000","Mason",NA,"Steve Mason","Steve","G","Goaltender",NA,4100000,"USD",NA,"nhl-steve-mason","hockey","ON","35","inches","pounds",210,7,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","c94be617-bf0c-4516-82b8-782d7aa783ae"
"1870","2651de01-96d3-42e8-9f21-571405ba4c23","2016-10-12T19:12:30-04:00","2016-10-12T19:12:30-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Ryan","unknown",NA,NA,"0","Massa",NA,"Ryan Massa",NA,"G","G",NA,NA,"USD",NA,"nhl-ryan-massa","hockey","","70","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"2d8d4fda-a9b9-4978-abcc-31b9dfb47175"
"1871","ae05de15-9a03-4759-862c-75a08239fa19","2016-04-06T11:09:29-04:00","2016-04-06T11:09:29-04:00",FALSE,"bats_unknown","1988-05-15",NA,"La Pocatiere","CAN",NA,NA,NA,NA,"Dany","left",70,NA,"0","Masse",NA,"Dany Masse",NA,"C","Center",NA,NA,"USD",NA,"nhl-dany-masse","hockey","Quebec",NA,"inches","pounds",177,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","80d99c5a-882e-4296-ae9d-048d2830b154"
"1872","7698f1fd-2346-4634-933a-63633699f2a4","2016-10-12T19:17:32-04:00","2016-10-12T19:36:33-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Jake","unknown",NA,NA,"0","Massie",NA,"Jake Massie",NA,"D","D",NA,NA,"USD",NA,"nhl-jake-massie","hockey","","64","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"a345b10e-87b5-4635-bf24-fd6be058346f"
"1873","72ac7260-edf5-42c4-bf64-f3fdce7b3866","2016-01-06T01:57:10-05:00","2017-03-07T09:42:47-05:00",FALSE,"bats_unknown","1993-08-04",NA,"Strathroy","",206,7,"2011","Philadelphia","Derek","unknown",75,NA,"575,000","Mathers",NA,"Derek Mathers","Derek","RW","Right Wing",NA,575000,"USD",NA,"nhl-derek-mathers","hockey","","57","inches","pounds",226,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","c94be617-bf0c-4516-82b8-782d7aa783ae"
"1874","25184e39-c0af-4c43-bafe-360f9d3aa454","2016-01-06T01:53:27-05:00","2017-05-08T13:17:42-04:00",TRUE,"bats_unknown","1994-02-27","N","Pointe-Claire","CAN",23,1,"2012","Florida","Michael","unknown",74,NA,"925,000","Matheson",NA,"Michael Matheson","Michael","D","Defense",NA,925000,"USD","Boston College","nhl-michael-matheson","hockey","QC","19","inches","pounds",192,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
"1875","8fa64843-014d-4673-b4f8-7e8e02c73102","2016-04-06T11:09:56-04:00","2016-04-06T11:20:11-04:00",FALSE,"bats_unknown","1986-10-13",NA,"Ottawa","CAN",79,3,"2006","Philadelphia","Jonathan","left",72,NA,"700,000","Matsumoto",NA,"Jonathan Matsumoto",NA,"C","Center",NA,700000,"USD",NA,"nhl-jonathan-matsumoto","hockey","Ontario","40","inches","pounds",185,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
"1876","dcb59080-1777-499b-8c19-0495bcc3acb8","2016-01-06T01:32:37-05:00","2016-10-19T13:00:18-04:00",TRUE,"bats_unknown","1994-02-23","N","Chicago","",29,1,"2012",NA,"Stefan","unknown",74,NA,"575,000","Matteau",NA,"Stefan Matteau",NA,"C","Center",NA,575000,"USD",NA,"nhl-stefan-matteau","hockey","","21","inches","pounds",220,3,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","80d99c5a-882e-4296-ae9d-048d2830b154"
"1877","57faac25-746e-4077-ab5e-4ac00da4d879","2016-06-26T04:16:13-04:00","2017-05-08T13:17:29-04:00",TRUE,"bats_unknown","1997-09-17","N","Scottsdale","USA",1,1,"2016","Toronto","Auston","unknown",74,NA,"0","Matthews",NA,"Auston Matthews","Auston","C","Center",NA,NA,"USD",NA,"nhl-auston-matthews","hockey","AZ","34","inches","pounds",198,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","2d8d4fda-a9b9-4978-abcc-31b9dfb47175"
"1878","49649a96-3707-4871-91b3-89c8f460508c","2016-01-06T01:31:25-05:00","2017-05-08T13:40:02-04:00",TRUE,"bats_unknown","1988-02-19","N","Mississauga","CAN",47,2,"2006","Detroit","Shawn","unknown",76,NA,"2,600,000","Matthias",NA,"Shawn Matthias","Shawn","C","Center",NA,2600000,"USD",NA,"nhl-shawn-matthias","hockey","ON","16","inches","pounds",223,6,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","157c2242-afa5-499d-906d-6a992927e58d"
"1879","71f14a8a-edc0-4920-8649-6ce913ca73fa","2016-10-12T19:12:23-04:00","2016-10-19T12:46:28-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Nicolas","unknown",NA,NA,"0","Mattinen",NA,"Nicolas Mattinen",NA,"D","D",NA,NA,"USD",NA,"nhl-nicolas-mattinen","hockey","","86","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"2d8d4fda-a9b9-4978-abcc-31b9dfb47175"
"1880","06f93002-08b4-4b1e-82ee-72746e972420","2016-01-06T03:19:08-05:00","2016-10-12T19:36:35-04:00",FALSE,"bats_unknown","1991-10-25","N","Chanhassen","",180,6,"2010",NA,"Nick","unknown",73,NA,"0","Mattson",NA,"Nick Mattson",NA,"D","Defense",NA,0,"USD",NA,"nhl-nick-mattson","hockey","","0","inches","pounds",179,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","a345b10e-87b5-4635-bf24-fd6be058346f"
"1881","3f777752-9428-40ad-8d3f-0853cab94f4c","2016-04-06T11:06:27-04:00","2016-04-06T11:06:27-04:00",FALSE,"bats_unknown","1973-02-05",NA,"Edmonton","CAN",8,1,"1991","Minnesota","Richard","left",74,NA,"0","Matvichuk",NA,"Richard Matvichuk",NA,"D","Defense",NA,NA,"USD",NA,"nhl-richard-matvichuk","hockey","Alberta","24","inches","pounds",215,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","fbbff0b0-b4e4-41eb-a179-f505bc922c14"
"1882","9ee66ef8-12ca-44ab-ae2d-95bc795a4d56","2016-04-06T11:09:38-04:00","2016-04-06T11:12:37-04:00",FALSE,"bats_unknown","1988-03-30",NA,"North Vancouver","CAN",49,2,"2006","Montreal","Ben","left",73,NA,"715,000","Maxwell",NA,"Ben Maxwell",NA,"C","Center",NA,715000,"USD",NA,"nhl-ben-maxwell","hockey","British Columbia","49","inches","pounds",195,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","157c2242-afa5-499d-906d-6a992927e58d"
"1883","f4dd60ca-71c2-4da8-9461-e22b40c5a2fd","2016-04-06T11:04:50-04:00","2016-04-06T11:04:50-04:00",TRUE,"bats_unknown","1971-11-29",NA,"Toronto","CAN",14,1,"1990","Buffalo","Brad","left",73,NA,"0","May",NA,"Brad May",NA,"LW","Left Wing",NA,NA,"USD",NA,"nhl-brad-may","hockey","Ontario","24","inches","pounds",213,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","0e39b5fe-bbac-4488-8a4c-6556fa1fff88"
"1884","44e654e2-ebb6-4744-9808-596f3262a810","2016-04-06T11:09:29-04:00","2016-04-06T11:15:54-04:00",TRUE,"bats_unknown","1989-10-09",NA,"Havirov","CZE",NA,NA,NA,NA,"Robert","left",73,NA,"0","Mayer",NA,"Robert Mayer",NA,"G","Goaltender",NA,NA,"USD",NA,"nhl-robert-mayer","hockey",NA,"65","inches","pounds",188,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","80d99c5a-882e-4296-ae9d-048d2830b154"
"1885","421673e2-af4b-42be-b31f-7899f56ae008","2016-04-06T11:07:53-04:00","2016-04-06T11:07:53-04:00",TRUE,"bats_unknown","1974-10-24",NA,"Toronto","CAN",89,4,"1993","St. Louis","Jamal","right",73,NA,"0","Mayers",NA,"Jamal Mayers",NA,"RW","Right Wing",NA,NA,"USD",NA,"nhl-jamal-mayers","hockey","Ontario","21","inches","pounds",222,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","4ca89483-65ae-484d-bda9-eacba9ff4915"
"1886","7d0a342f-4650-474e-bec1-7a3692feab6b","2016-01-06T01:54:24-05:00","2017-05-08T13:17:30-04:00",TRUE,"bats_unknown","1992-10-14","N","St. Louis","USA",34,2,"2011","NY Islanders","Scott","unknown",77,NA,"925,000","Mayfield",NA,"Scott Mayfield","Scott","D","Defense",NA,925000,"USD","Denver","nhl-scott-mayfield","hockey","MO","42","inches","pounds",218,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","1f2dbc61-cced-4d84-9ee9-81bae4c9c70f"
"1887","ffe5e61b-d3ae-4e76-828d-b4f00e2be3cb","2016-01-06T03:18:08-05:00","2016-10-19T12:58:21-04:00",TRUE,"bats_unknown","1996-08-17","N","Victoria","",133,5,"2014",NA,"Dysin","unknown",72,NA,"655,000","Mayo",NA,"Dysin Mayo",NA,"D","Defense",NA,655000,"USD",NA,"nhl-dysin-mayo","hockey","","61","inches","pounds",193,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","06bab022-21a6-4999-b7a1-fe569971c68a"
"1888","45ceeca0-906e-4fc0-bd46-07ed8b31da62","2016-04-06T11:09:24-04:00","2016-04-06T11:09:24-04:00",FALSE,"bats_unknown","1989-03-26",NA,"Leninogorsk","RUS",94,4,"2007","CBJ","Maksim","left",74,NA,"675,000","Mayorov",NA,"Maksim Mayorov",NA,"LW","Left Wing",NA,675000,"USD",NA,"nhl-maksim-mayorov","hockey",NA,"8","inches","pounds",198,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","54410a6b-c9e0-443e-a4cf-b3e22f2cbb75"
"1889","4fcafa85-24d7-45a2-bd40-c454f7a2caba","2016-01-06T01:39:53-05:00","2017-05-08T13:17:19-04:00",TRUE,"bats_unknown","1991-07-18","N","Pisek","CZE",179,6,"2012","Nashville","Marek","unknown",76,NA,"575,000","Mazanec",NA,"Marek Mazanec","Marek","G","Goaltender",NA,575000,"USD",NA,"nhl-marek-mazanec","hockey","","39","inches","pounds",187,2,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","098b2599-0a70-47af-b38e-0e4e7a0acace"
"1890","1875e9e5-2afc-42a1-85de-36cb0e27664b","2016-03-23T16:17:34-04:00","2016-10-19T12:55:49-04:00",TRUE,"bats_unknown","1994-09-24","N","Perkasie","",70,3,"2013",NA,"Eamon","unknown",74,NA,"0","McAdam",NA,"Eamon McAdam",NA,"G","Goaltender",NA,0,"USD",NA,"nhl-eamon-mcadam","hockey","","34","inches","pounds",199,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","1f2dbc61-cced-4d84-9ee9-81bae4c9c70f"
"1891","f2b86349-618f-4d16-8dee-3057723fd076","2016-04-06T11:12:37-04:00","2016-04-06T11:12:37-04:00",FALSE,"bats_unknown","1987-01-04",NA,"Toronto","CAN",20,1,"2005","Florida","Kenndal","left",71,NA,"600,000","McArdle",NA,"Kenndal McArdle",NA,"LW","Left Wing",NA,600000,"USD",NA,"nhl-kenndal-mcardle","hockey","Ontario","23","inches","pounds",190,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","157c2242-afa5-499d-906d-6a992927e58d"
"1892","fc989636-fe2d-481c-863c-afe7aeccb78b","2017-04-11T13:17:52-04:00","2017-05-08T13:17:25-04:00",TRUE,"bats_unknown","1997-12-21","N","Long Beach","USA",14,1,"2016","Boston","Charlie","unknown",73,NA,"0","McAvoy",NA,"Charlie McAvoy","Charlie","D","D",NA,NA,"USD","Boston","nhl-charlie-mcavoy","hockey","NY","73","inches","pounds",211,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"1893","696f07fd-fc0f-4b27-b917-75adc73de18d","2016-01-06T01:35:26-05:00","2016-10-24T19:05:08-04:00",TRUE,"bats_unknown","1988-02-25","N","Edina","USA",63,2,"2006","Carolina","Jamie","unknown",73,NA,"600,000","McBain",NA,"Jamie McBain",NA,"D","Defense",NA,600000,"USD","Wisconsin","nhl-jamie-mcbain","hockey","MN","21","inches","pounds",180,6,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","06bab022-21a6-4999-b7a1-fe569971c68a"
"1894","b2f0af62-c92e-4ded-b0cb-47679b7cf5e4","2016-01-06T01:32:53-05:00","2017-05-08T13:17:25-04:00",TRUE,"bats_unknown","1993-10-12","N","Eau Claire","USA",44,2,"2012","Buffalo","Jake","unknown",72,NA,"925,000","McCabe",NA,"Jake McCabe","Jake","D","Defense",NA,925000,"USD","Wisconsin","nhl-jake-mccabe","hockey","WI","29","inches","pounds",213,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","1deb863f-6919-4b88-8a38-51753f3f3032"
"1895","82b5568b-5505-4f16-bf32-f933ddad05bd","2016-01-06T01:31:51-05:00","2017-02-05T05:04:53-05:00",TRUE,"bats_unknown","1996-05-31","N","Stratford","",24,1,"2014","Vancouver","Jared","unknown",73,NA,"925,000","Mccann",NA,"Jared Mccann",NA,"C","Center",NA,925000,"USD",NA,"nhl-jared-mccann","hockey","","90","inches","pounds",198,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
"1896","369d587e-b039-4bd9-8a22-3d1c11b0127c","2016-01-06T01:48:52-05:00","2017-05-08T13:17:28-04:00",TRUE,"bats_unknown","1995-03-07","N","Grosse Point","USA",25,1,"2013","Montreal","Michael","unknown",77,NA,"925,000","McCarron",NA,"Michael McCarron","Michael","RW","Right Wing",NA,925000,"USD",NA,"nhl-michael-mccarron","hockey","MI","34","inches","pounds",237,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","80d99c5a-882e-4296-ae9d-048d2830b154"
"1897","e3e4ee83-d01d-48c5-8525-6dfa0e484aa6","2016-01-06T01:36:01-05:00","2016-10-19T12:52:24-04:00",TRUE,"bats_unknown","1986-08-09","N","Boston","",202,7,"2006",NA,"John","unknown",73,NA,"600,000","Mccarthy",NA,"John Mccarthy",NA,"LW","Left Wing",NA,600000,"USD",NA,"nhl-john-mccarthy","hockey","","17","inches","pounds",195,4,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","4a2527de-0e8b-49cb-9d36-8101ccac5265"
"1898","5115ca5e-8bca-4e71-96d7-9cc06d85ecf8","2016-01-06T03:19:48-05:00","2016-10-12T19:16:58-04:00",FALSE,"bats_unknown","1991-07-30","N","Collegeville","",NA,NA,NA,NA,"Chris","unknown",73,NA,"692,500","McCarthy",NA,"Chris McCarthy",NA,"C","Center",NA,692500,"USD",NA,"nhl-chris-mccarthy","hockey","","74","inches","pounds",190,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","c94be617-bf0c-4516-82b8-782d7aa783ae"
"1899","e8205eb7-3287-4d12-95f5-5fe12ab075be","2016-04-06T11:05:47-04:00","2016-04-06T11:05:47-04:00",TRUE,"bats_unknown","1972-04-01",NA,"Burnaby","CAN",46,2,"1992","Detroit","Darren","right",73,NA,"0","McCarty",NA,"Darren McCarty",NA,"RW","Right Wing",NA,NA,"USD",NA,"nhl-darren-mccarty","hockey","British Columbia","25","inches","pounds",210,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","c2a7d98a-fa2c-446e-9682-a8949854023e"
"1900","ddb809eb-18cc-4a4e-bb88-209cf5ee3c17","2016-01-06T01:32:04-05:00","2017-05-08T13:17:40-04:00",TRUE,"bats_unknown","1983-03-02","N","Kingston","CAN",57,2,"2001","St. Louis","Jay","unknown",73,NA,"1,100,000","McClement",NA,"Jay McClement","Jay","C","Center",NA,1100000,"USD",NA,"nhl-jay-mcclement","hockey","ON","18","inches","pounds",205,10,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","b0c4bd8e-fba7-4374-87d2-68bd4ab20875"
"1901","26871c80-429d-49a9-a969-2dce648368bf","2016-10-12T19:24:52-04:00","2016-10-12T19:24:52-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Thomas","unknown",NA,NA,"0","McCollum",NA,"Thomas McCollum",NA,"G","G",NA,NA,"USD",NA,"nhl-thomas-mccollum","hockey","","33","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"ae19bcc6-3f57-46a0-9a14-6b0752155691"
"1902","031694a5-e499-4190-aa94-e22165db2c9f","2016-01-06T01:54:25-05:00","2016-04-06T14:57:50-04:00",FALSE,"bats_unknown","1989-12-07",NA,"Amherst","USA",30,1,"2008","Detroit","Tom","left",74,NA,"600,000","McCollum",NA,"Tom McCollum",NA,"G","Goaltender",NA,600000,"USD",NA,"nhl-tom-mccollum","hockey","New York","38","inches","pounds",215,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","c2a7d98a-fa2c-446e-9682-a8949854023e"
"1903","27907224-0c79-4f3b-af90-fc380dad516b","2016-01-06T01:35:40-05:00","2017-04-17T19:11:49-04:00",TRUE,"bats_unknown","1992-05-01","N","De Pere","",171,6,"2011","Ottawa","Max","unknown",71,NA,"655,000","Mccormick",NA,"Max Mccormick","Max","LW","Left Wing",NA,655000,"USD","Ohio State","nhl-max-mccormick","hockey","","89","inches","pounds",185,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","42add1c3-7eed-4356-bd0b-cc3aa88693e8"
"1904","1486ef54-98db-42e9-ab99-523639cee739","2016-01-06T03:19:53-05:00","2016-10-19T13:02:42-04:00",TRUE,"bats_unknown","1983-04-18","N","London","",144,5,"2001",NA,"Cody","unknown",74,NA,"1,000,000","McCormick",NA,"Cody McCormick",NA,"C","Center",NA,1000000,"USD",NA,"nhl-cody-mccormick","hockey","","8","inches","pounds",228,11,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","1deb863f-6919-4b88-8a38-51753f3f3032"
"1905","5815b69b-559d-4061-84f9-0a74e1bcf4cd","2016-06-21T02:15:48-04:00","2017-05-08T13:17:42-04:00",TRUE,"bats_unknown","1995-08-05","N","Faribault","USA",31,2,"2013","Florida","Ian","unknown",75,NA,"0","McCoshen",NA,"Ian McCoshen","Ian","D","Defense",NA,NA,"USD","Boston College","nhl-ian-mccoshen","hockey","MN","12","inches","pounds",217,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
"1906","fbc7217e-0f3e-46d9-9150-b602d68c4e6f","2016-01-06T01:32:03-05:00","2017-05-08T13:17:15-04:00",TRUE,"bats_unknown","1997-01-13","C","Richmond Hill","CAN",1,1,"2015","Edmonton","Connor","unknown",73,NA,"925,000","McDavid",NA,"Connor McDavid","Connor","C","Center",NA,925000,"USD",NA,"nhl-connor-mcdavid","hockey","ON","97","inches","pounds",190,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","10c78613-f4e5-4ebf-a259-e3643aa3785a"
"1907","2f32060e-495c-4e04-96d8-878107648744","2016-01-06T01:31:45-05:00","2017-05-08T13:17:32-04:00",TRUE,"bats_unknown","1989-06-13","C","St. Paul","USA",12,1,"2007","Montreal","Ryan","unknown",73,NA,"4,500,000","McDonagh",NA,"Ryan McDonagh","Ryan","D","Defense",NA,4500000,"USD","Wisconsin-Madison","nhl-ryan-mcdonagh","hockey","MN","27","inches","pounds",213,5,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","d32b9696-2d78-40a0-bf6d-3cd16dc48c96"
"1908","1d277fee-e9ba-4c91-886d-982ede6d2e19","2016-01-06T01:43:19-05:00","2017-04-05T06:14:43-04:00",TRUE,"bats_unknown","1984-09-30","N","New Haven","",51,2,"2003",NA,"Colin","unknown",73,NA,"625,000","Mcdonald",NA,"Colin Mcdonald","Colin","RW","Right Wing",NA,625000,"USD",NA,"nhl-colin-mcdonald","hockey","","36","inches","pounds",210,6,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","c94be617-bf0c-4516-82b8-782d7aa783ae"
"1909","d9926f74-9bf4-4493-b8a5-2f60cde99d8e","2016-04-06T11:04:50-04:00","2016-04-06T11:17:39-04:00",TRUE,"bats_unknown","1977-08-25",NA,"Strathroy","CAN",NA,NA,NA,NA,"Andy","left",71,NA,"4,200,000","McDonald",NA,"Andy McDonald",NA,"LW","Left Wing",NA,4200000,"USD",NA,"nhl-andy-mcdonald","hockey","Ontario","10","inches","pounds",185,11,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","4ca89483-65ae-484d-bda9-eacba9ff4915"
"1910","70f80842-1c9d-4a46-99e2-179804cff1b1","2016-01-06T01:54:56-05:00","2016-04-03T02:31:39-04:00",FALSE,"bats_unknown","1996-04-23",NA,"Halifax","CAN",34,2,"2014","Calgary","Mason","right",76,NA,"792,500","McDonald",NA,"Mason McDonald",NA,"G","Goaltender",NA,792500,"USD",NA,"nhl-mason-mcdonald","hockey","Nova Scotia","72","inches","pounds",178,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","926ad5ca-c17f-4b20-8b72-9043b6066bc9"
"1911","b3ddf71b-72a2-46dd-9519-7b6738258e2a","2016-01-06T01:32:09-05:00","2017-05-08T13:17:29-04:00",TRUE,"bats_unknown","1983-05-23","N","London","CAN",176,6,"2002","Calgary","Curtis","unknown",75,NA,"800,000","McElhinney",NA,"Curtis McElhinney","Curtis","G","Goaltender",NA,800000,"USD","Colorado College","nhl-curtis-mcelhinney","hockey","ON","35","inches","pounds",205,8,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","7645fd84-1e25-4586-9f28-87e273af60f3","2d8d4fda-a9b9-4978-abcc-31b9dfb47175"
"1912","d4b8f432-2250-4096-9c71-f040c67bff60","2017-02-25T12:17:09-05:00","2017-03-01T12:17:08-05:00",TRUE,"bats_unknown","1994-05-22","N","Hamilton","CAN",NA,NA,NA,NA,"Evan","unknown",74,NA,"0","McEneny",NA,"Evan McEneny",NA,"D","D",NA,NA,"USD",NA,"nhl-evan-mceneny","hockey","ON","61","inches","pounds",203,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"b6bc24e7-bd37-461e-a7b2-af79f68b2438"
"1913","19cb305f-2b77-49d2-9357-2a5b508a410d","2016-04-06T11:20:11-04:00","2016-04-06T11:20:11-04:00",FALSE,"bats_unknown","1991-05-23",NA,"Guelph","CAN",NA,NA,NA,NA,"Josh","left",72,NA,"580,000","McFadden",NA,"Josh McFadden",NA,"D","Defense",NA,580000,"USD",NA,"nhl-josh-mcfadden","hockey","Ontario","64","inches","pounds",195,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
